Running average, density measurements 
2769.9664959403985, 2518.560617315563
2773.410863005399, 2966.295418645432
2769.6550207543587, 2555.572012445067
2773.8550447131242, 3017.456434321522
2772.463262527018, 2690.348113546727
2773.870502854407, 2858.304922497735
2772.582125271622, 2693.991092721734
2772.3947791796923, 2760.7793214800713
2774.25129120832, 2891.2115490118845
2769.523586320235, 2466.950473482807
2764.9291082663185, 2466.288034761759
2757.284897340907, 2252.7669762637265
2750.9085825053608, 2323.695488523788
2752.989070463465, 2894.462251614561
2750.9790769342935, 2612.2895234214707
2756.5626365688745, 3147.4118109895417
2759.707571151312, 2982.9979265043385
2763.8981349606943, 3065.6187292362197
2766.6299849017264, 2966.0550305970587
2766.707128200746, 2772.415732328188
2758.479090350121, 2141.3762515532317
2754.33009549233, 2439.006486300244
2750.996752870478, 2494.3293709878594
2753.221660252643, 2926.7644360614822
2753.3700059438183, 2765.0893155467083
2752.789814523961, 2706.3745009353765
2750.9152710764665, 2599.0772518294175
2749.687057389228, 2648.973535035682
2748.980016007537, 2690.2955813271915
2748.867523708312, 2739.418170573396
2751.6465682130297, 2987.8653511140487
2749.330821968638, 2550.1766449509196
2744.7014656735464, 2341.9474680006015
2743.4005638910294, 2628.9212070295357
2744.716552974106, 2861.83958136791
2745.2540097066562, 2793.625115636217
2744.9157915399087, 2714.137938365861
2743.5805303922634, 2620.7365048089105
2744.0163047924216, 2784.5433240070865
2742.50023800465, 2599.9899599541063
2742.274863569586, 2720.864292238527
2743.0751296332, 2819.9006717401
2743.1044414816865, 2745.9476907848566
2742.0916988778586, 2642.842923702702
2741.003128242225, 2633.2346353144735
2742.96098172048, 2938.74632954599
2743.8243314877195, 2831.0226579789246
2747.9134058259924, 3164.9989883298513
2744.8509194826374, 2429.414826117128
2741.0992730146822, 2350.9280403473444
2742.957320302376, 2938.052285510203
2747.1285270096164, 3189.2764379770792
2741.240792731306, 2111.253224952072
2737.84937067943, 2371.575789076882
2735.0607839402387, 2431.1048293683557
2733.214923209604, 2530.1702428397616
2729.1056344628405, 2272.9745835721455
2729.875742842248, 2816.127881335929
2728.6072494961604, 2585.2675013882977
2728.359969247208, 2700.1700208666075
2729.593967740079, 2871.5037944202186
2724.380312590636, 2119.596315255253
2723.0813228706356, 2571.099525630608
2720.582771717251, 2425.7537356178223
2719.929246947441, 2642.159799340088
2719.376511811959, 2653.048295554115
2718.376854277704, 2597.4182926328285
2718.5093062255137, 2734.6684438583015
2715.174374391283, 2304.9777587809494
2716.369575138809, 2864.574467832059
2718.3177512437155, 2961.8397643570293
2717.646919998855, 2633.122183146428
2714.9804593005997, 2376.339950622085
2713.2674240746073, 2493.9989151476257
2710.056647807561, 2295.866509358575
2710.052262752042, 2709.48220553462
2709.756140783363, 2670.964162886347
2711.8445337423072, 2987.5124043230126
2714.974967689328, 3131.3226826430387
2718.091041356285, 3135.6449127285446
2717.8272312234253, 2682.212863287331
2717.4030876721563, 2659.719564699567
2718.955440129821, 2931.6277268299427
2720.3266352158653, 2909.5515570899606
2722.152819591827, 2975.992447850558
2722.0258058438617, 2704.243881128635
2723.0738043866227, 2870.8415989159344
2723.6776133909107, 2809.4184919998197
2721.77038990475, 2449.0374313838074
2719.144223667828, 2340.976285551029
2721.1088270873165, 3005.9763229131245
2720.0943906634498, 2571.986672778918
2720.4117481381677, 2767.063296921711
2722.2668362194663, 2996.819872251654
2720.6815343103794, 2484.4715498564474
2719.74609484657, 2579.4301752751558
2718.516651566828, 2532.8707163257777
2717.548158152839, 2570.337159226484
2718.695057888618, 2894.1707174627995
2716.250912496003, 2339.852522033321
2716.806042624383, 2802.851212523238
2717.023380675316, 2750.9281166208784
2716.090757085637, 2569.6688535060566
2716.169648146433, 2728.634435752174
2717.86048610352, 2986.7037212803766
2715.1719031842117, 2284.998636094899
2713.7891449320277, 2491.1650663303717
2713.9859595392777, 2745.8699259138134
2715.7519801894705, 3003.613346170864
2714.7943930900383, 2557.7501087831997
2717.9273610643113, 3234.8670768193138
2719.321945461577, 2950.8229554077343
2718.969309099464, 2660.0790366265423
2716.9585401516347, 2379.14935691636
2715.503999175934, 2469.6865742824093
2714.632724279127, 2566.515991822042
2714.722730073827, 2730.1137209674707
2717.997564996077, 3281.2691716231484
2716.9007626897487, 2527.153963694951
2716.3609732806, 2622.437616088615
2714.5759920082796, 2402.2042693523244
2712.423274495656, 2333.544992273893
2713.583875472204, 2919.010248321183
2716.070531000398, 3158.695215018907
2717.600437782147, 2991.453751715159
2717.98907158509, 2787.9431561149286
2718.577024935548, 2824.996581368418
2718.1972976699108, 2649.0869353239113
2718.1522119676683, 2709.9015284573197
2717.9479534467796, 2680.364385603258
2714.9064762558346, 2152.2331959310327
2714.740572612254, 2683.882494906251
2714.443840094554, 2658.9548592847555
2714.054950699749, 2640.9437444763016
2713.5719596167355, 2622.28664492725
2714.4333115188397, 2878.0901729186307
2712.912930733038, 2422.520200644827
2713.360922397121, 2799.3753219010473
2712.8123071490954, 2606.929564280226
2714.517877225345, 3045.3984720177446
2714.5685609568905, 2724.451888608323
2713.9706285202174, 2596.7758709322093
2715.055206370353, 2928.717042847093
2716.805548097145, 3063.373210001939
2717.978286549944, 2951.3532386570064
2719.018335821562, 2927.0281901450467
2718.3513120747066, 2584.279538956809
2716.787978342986, 2400.9945645354514
2715.949252795927, 2545.687966742946
2715.584443914199, 2641.1634320415665
2716.5374997407016, 2911.913944173858
2717.1765701671734, 2848.825078020425
2716.641403083855, 2605.86181683684
2716.652583014737, 2718.97800863828
2716.594853467038, 2704.529377997901
2717.990166350154, 3011.0058718045207
2718.41285134512, 2807.5993852830147
2717.7994270441654, 2587.7534752416373
2718.165382844071, 2796.113968223928
2718.9859069502772, 2894.5780656784236
2718.014344572274, 2509.1284333016097
2717.160828494646, 2532.8013557270347
2718.8759847471324, 3091.0648915367256
2718.1009996357225, 2549.154245348313
2720.9824114094868, 3352.0115898638996
2721.607586210109, 2859.146042346944
2723.5957663312893, 3162.9835731122057
2722.9758150244948, 2585.346624915995
2723.998237838898, 2951.9985254509193
2724.538347469285, 2845.522904675805
2725.5540346703956, 2954.0836549204605
2724.797708011524, 2553.867883106423
2725.464189863781, 2876.7555703263033
2723.6400261281565, 2307.7306944056472
2723.675268140162, 2731.7456888895736
2722.574760995506, 2469.458117724453
2724.05725160884, 3066.512583289101
2724.8430238083133, 2907.142174086014
2725.753393861719, 2937.8696163051723
2724.853044408243, 2514.17127229502
2725.7478590386686, 2936.0292971886506
2725.9912282306445, 2783.4263575369782
2725.3571398722434, 2575.0781989311695
2725.3535949351485, 2724.5098999065
2726.769161435818, 3065.089555095977
2727.5143944977963, 2906.3703293726344
2729.117815127342, 3115.542186847802
2729.406172709485, 2799.188707587992
2729.886710734182, 2846.6574507356504
2728.922875266699, 2493.74702120073
2729.5918241063987, 2893.484289832938
2729.1744529559287, 2626.5011499402553
2729.1070034135296, 2712.4469664409185
2728.4126798157477, 2556.2204275658496
2727.867055926213, 2592.0067074321705
2727.955479785767, 2750.0614446740465
2727.082291077415, 2507.9119252812116
2726.6354154444434, 2614.02275593557
2728.7358968095473, 3260.1576821808044
2728.3685516270234, 2635.062875266046
2728.630475069848, 2795.420952990141
2729.7595237209407, 3018.7959784006193
2729.8351272706477, 2749.2652395453183
2730.1423360616973, 2809.4022041524554
2730.018288044816, 2697.889851672495
2728.997362080907, 2463.556611464679
2728.3571982451354, 2561.2744371088097
2728.3558838295926, 2728.0115069573353
2727.645683472594, 2540.8629895820027
2728.1631235695972, 2864.767309178299
2726.4062314827347, 2260.8298284641296
2726.533862857397, 2760.483808517566
2726.4732619303745, 2710.292814415509
2726.2804187459033, 2674.598445307647
2726.2005244091547, 2704.7089478236708
2727.161289750192, 2986.5679318303232
2727.756331078156, 2889.0125309564587
2727.812544462876, 2743.1025851065706
2728.2690099479128, 2852.8840873630843
2728.230264482858, 2717.614007057848
2728.6962766153115, 2856.8496130398808
2727.4035971331564, 2370.6240600584733
2728.221769467075, 2954.855505962537
2728.6034375969016, 2834.707177688661
2727.708295603227, 2477.963679368025
2727.0484138877323, 2542.281533549194
2727.776275081776, 2932.305270608066
2726.1972269482258, 2280.9056532869968
2724.6127067699663, 2276.19349632253
2726.004982640491, 3121.4113298695993
2726.117287112559, 2758.1240616519303
2723.975142098723, 2111.3216681417266
2724.4822486328317, 2870.0218239218734
2724.039621263451, 2596.562938881893
2724.5722238825183, 2878.494380792943
2724.084874857518, 2582.7536576074913
2724.8101391909377, 2935.862060216066
2726.4687831357883, 3210.792815031987
2724.2249920557356, 2066.7942056004094
2724.0890532636445, 2684.1230483889353
2723.054458660616, 2417.849050767109
2723.3916850518913, 2823.210696869363
2722.9183574461977, 2582.340058555127
2722.8556746047584, 2704.176187855945
2723.3867595026218, 2882.1811439638154
2724.074260365602, 2930.324519259675
2724.722598474097, 2919.872369131119
2724.8692713653845, 2769.1644845341407
2724.6340933648944, 2653.375159216364
2724.6240799063767, 2721.579988517055
2727.726962782213, 3674.1062399121497
2727.1546120903513, 2552.0153003808205
2727.3132388887066, 2776.0116659836667
2727.4704622583563, 2775.8952601105207
2728.4061414575735, 3017.5310140156694
2728.1560188407443, 2650.6180076237715
2728.711873918777, 2901.5828031869946
2728.460119488229, 2649.9127371570717
2728.4058958039213, 2711.4338826157846
2729.0499844141077, 2931.293808012499
2728.9632936963512, 2701.6557176031715
2728.487617687843, 2578.1739989991574
2727.8347680659526, 2520.8814379267264
2728.8832015758867, 3062.285057734854
2729.188150537382, 2826.4668692545224
2728.2735943725793, 2435.615621635679
2730.792186362031, 3539.260214975896
2729.7519792219896, 2394.805280128758
2729.3446302804336, 2597.7709221579157
2729.437910279694, 2759.6606300399167
2728.8959315808947, 2552.7528544713055
2729.101958965323, 2796.2668862887167
2729.0188160948755, 2701.83109745861
2729.2569619080186, 2807.3687886191187
2728.895823480069, 2610.0812806845356
2730.1553049318436, 3145.7841840175474
2729.246054838405, 2428.284273910262
2729.5533557901495, 2831.5772717693308
2729.1260046253997, 2586.8180667636684
2728.6516817941933, 2570.227856171316
2728.2229468948703, 2584.5967556214896
2728.4496183830615, 2804.61123841532
2728.5194178632773, 2752.0418426959336
2728.7386080032265, 2802.8248753061143
2728.066933330727, 2500.3692193533084
2727.0987457928954, 2397.9149829301045
2727.890633649732, 2997.9243928310993
2727.3381521746214, 2538.3894876868594
2726.934830979217, 2588.595660955601
2728.874745089386, 3396.20519898753
2728.1736079011175, 2486.2812779483293
2729.0046378513307, 3016.541000625217
2729.4890538515033, 2897.581405911262
2729.7517988332647, 2821.187052486313
2729.484699449082, 2636.267014369284
2729.118453866436, 2600.9324999403566
2727.9916253855226, 2332.4748285850014
2728.3160413239766, 2842.510451659779
2728.173929298764, 2678.0083843986995
2728.9399565372314, 3000.1135989546683
2728.7875125625396, 2674.6699015469635
2729.225481829366, 2885.142540819618
2729.9671468453134, 2994.7415575385153
2728.499687040744, 2203.1490770047976
2727.996986124028, 2547.527357023046
2727.3531435845016, 2495.569829355089
2727.8090571996177, 2892.3938722563475
2728.2280768062024, 2879.913174390063
2726.974629006896, 2271.973077858699
2726.633057989782, 2602.3012077602734
2726.6146724790806, 2719.9039610729014
2724.8554721359005, 2080.9881465322096
2724.7696572163927, 2693.2755817569264
2724.6209832491004, 2669.9089632854107
2724.0011462959305, 2495.2813105762148
2724.27128334537, 2824.2219916381055
2723.074926022316, 2279.226359169292
2723.727580061992, 2966.514882821392
2723.7455309301836, 2730.441204765598
2724.232748391941, 2906.4520790892852
2722.397262070209, 2034.0898914205918
2723.808170427701, 3254.309712844757
2723.909175995133, 2761.988274917072
2723.778048960201, 2674.2120297557603
2722.8915109167683, 2386.8935924559432
2723.070482531318, 2791.0796960599973
2723.9882906881703, 3073.6731984489643
2723.508932428539, 2540.3940772495394
2724.0311090205405, 2924.0247437570292
2724.210170603251, 2792.969818364015
2722.791452424801, 2176.5849537216777
2723.384282809471, 2952.2168112920085
2724.7126089099015, 3238.7748097765057
2724.783417638759, 2752.257204435663
2724.637576052691, 2667.905199071948
2724.1179482018906, 2521.463086389885
2724.5526069978046, 2894.504196200085
2726.0791051552633, 3324.4663828791886
2724.9325463697596, 2274.334943666807
2724.720979048068, 2641.3634543014045
2726.1600643597876, 3294.598762489228
2726.211066013156, 2746.4077207470887
2726.0248979766707, 2652.116187491886
2725.3447125722855, 2454.630921626994
2724.555141001978, 2409.516084449367
2724.4838365229157, 2695.962044898048
2723.790851862906, 2445.9040031988484
2723.5827159761907, 2639.912089516659
2723.239292561556, 2584.8396564637037
2723.12491346681, 2676.915759189543
2722.277099993651, 2378.9126433641086
2722.6619567509138, 2878.9138001997703
2721.8656375594437, 2397.7637266309775
2721.513459006281, 2577.824609316072
2721.1947482001083, 2590.8420284754543
2720.315155708178, 2359.6822340164713
2720.0645100516695, 2617.0491452270285
2720.5038934032846, 2901.529834268521
2721.2053801033862, 3010.919387245321
2720.7107309444023, 2515.9259791250665
2720.261504715747, 2533.832619823661
2720.937137715399, 3002.000465570801
2721.2756654555465, 2862.441733097036
2721.0835432456797, 2640.776459521422
2720.8828141186414, 2636.777309889642
2720.8149625734177, 2692.3173135793963
2720.939030358074, 2773.1715676983613
2721.497303976751, 2957.088771058519
2721.1591901173065, 2578.1370275721165
2720.6388374561598, 2500.009309129937
2721.3230462916963, 3012.111801394707
2721.27958272684, 2702.764104098151
2720.991606137909, 2598.025602664342
2721.0287009344947, 2736.905273872988
2721.856660496319, 3077.051312518921
2721.703251913541, 2655.7375613191443
2721.3309307637096, 2560.860515186416
2721.4513837818677, 2773.487087626221
2721.4450335533015, 2718.69538458416
2720.8361560155704, 2456.583304640188
2721.185604244582, 2873.1955838647286
2720.6048976733227, 2467.4168326040913
2720.79070641582, 2801.989126886978
2721.3288051886643, 2957.0160676947066
2720.9744071729147, 2565.393678258925
2720.5202034024537, 2520.670544399616
2720.2674920192267, 2608.8217720162233
2720.3755541844766, 2768.139031224872
2719.7700320289664, 2451.523717137803
2719.808652264866, 2736.956037004409
2719.7804930915618, 2707.2496609711357
2719.741782258668, 2702.4767507880247
2720.3127754677703, 2975.546739936694
2720.988909783428, 3023.897083197973
2720.2162085572477, 2373.273358002303
2719.2742565984577, 2295.3958751431296
2719.4290568833476, 2789.243985368585
2719.2904596523936, 2656.64451126125
2718.593098282732, 2402.688397825855
2719.0919414852865, 2945.56675544502
2719.0256714372085, 2688.872799561724
2720.3857106919927, 3340.5636108737417
2720.499578642181, 2772.537231878196
2720.433893974981, 2690.350316397131
2720.4739896202236, 2738.877890786738
2719.974703255515, 2490.3029754894924
2720.5678458853636, 2994.0065982456204
2720.798578286129, 2827.3969474397336
2720.774197077763, 2709.4856976042643
2721.2115237504954, 2924.1310998984795
2721.3730179238464, 2796.46780853193
2721.0257282680986, 2559.1887486895807
2721.6459347358027, 3011.282355153844
2721.9714366486373, 2874.306331855135
2721.5956500452985, 2545.351733079331
2722.403634041978, 3102.1561124813493
2723.0286529263003, 3017.4125474420152
2723.5674588068514, 2977.883834427057
2723.322337029968, 2607.3797365641035
2722.9112545928174, 2528.0581793833794
2722.8503963483, 2693.94273020251
2723.3552448736655, 2963.663142947651
2723.6218990897455, 2850.815960159896
2723.50182784259, 2666.1077717022235
2723.623567352786, 2781.9367927368426
2723.800589334936, 2808.771140766937
2724.6501684948316, 3133.2977444047483
2725.317597107519, 3047.0181884225813
2725.5327777691477, 2829.4650373358886
2724.411816992751, 2181.8668012167814
2724.561512184903, 2797.163680378905
2724.8999144382824, 2889.363409580355
2725.421245541899, 2979.3094930033562
2725.5047192598477, 2766.2398936187487
2725.4277561631097, 2687.7928018581624
2724.875345957243, 2454.1943450826116
2724.2790412624704, 2431.4934361290443
2723.5499715441574, 2364.8476701343698
2722.649263593283, 2278.600243812345
2722.284330467693, 2542.007366425955
2721.314432692714, 2241.215034078093
2720.962128689755, 2546.2193432219983
2721.0695961787906, 2774.4809382295593
2721.041745246207, 2707.1719808195444
2720.7074887062586, 2553.913475271964
2719.817794783467, 2274.9708333877415
2719.958994968441, 2790.7002876402867
2720.1825847209207, 2832.4246404657447
2720.667363008666, 2964.510841744812
2720.267185953772, 2518.577950286775
2720.7243444022847, 2951.589360901345
2720.0125799763687, 2359.8597804628985
2720.0911376878903, 2759.9198974292167
2720.327804326598, 2840.554456790283
2719.9621682952866, 2533.8534283577305
2719.8551482700345, 2665.2749353914733
2719.4634159314273, 2519.2881909030984
2720.6228169538963, 3314.236140458064
2720.552597867663, 2684.5302066299223
2720.3127466594456, 2597.0292256360044
2720.0745876075384, 2597.4226758750488
2719.1112065470465, 2222.0065793334047
2718.9281637563017, 2624.2950409411137
2718.8123617555734, 2658.826925378462
2718.4546430313494, 2532.7986251591324
2718.273962444289, 2624.320057172749
2718.4070725995844, 2787.75746350848
2718.090102505186, 2552.6317132292857
2718.196864456297, 2774.0333648875144
2718.428413877409, 2839.760310539825
2718.3921448524284, 2699.350906737641
2718.8472714616, 2958.243867885718
2719.048873447159, 2825.293119837042
2719.8815830663957, 3159.552262023329
2719.879246876408, 2718.643402372752
2719.40865454559, 2469.994719212247
2718.9013162553547, 2449.5046841403014
2719.0742581925724, 2811.079368792506
2719.3206127533463, 2850.6275936456427
2718.7867028642772, 2433.6788221014017
2718.4070442087545, 2515.2896635041916
2717.8250130762867, 2405.856326073504
2718.1842581411643, 2911.09885798026
2717.640920245382, 2425.3251323146746
2718.6323838905223, 3253.0312886213014
2719.0528444973393, 2946.1015721784083
2719.3311385564484, 2869.8882245344766
2718.4591277713344, 2245.8292822394815
2718.2143544644678, 2585.3024488360047
2717.5209720155603, 2340.320919809861
2717.6537397421084, 2790.012150710668
2717.786924004422, 2790.505531227589
2717.707113304915, 2674.0506606747454
2717.7480359725505, 2740.1736578366813
2717.8645727838775, 2781.843282202549
2718.0882317985047, 2841.1006898433775
2717.9105241748885, 2619.993623562232
2718.301930593691, 2934.358273772858
2717.8818861734003, 2485.5973217526725
2718.0624355350487, 2818.086781888325
2718.1380689094226, 2760.114591687076
2717.803918033542, 2532.0160310437172
2717.507256980203, 2552.2670502702526
2717.1392343796406, 2511.7826232660186
2717.2418213220703, 2774.5879221403
2717.539314343104, 2884.1354061218144
2716.802124991037, 2303.2388984815184
2716.8845456325985, 2763.2049461901242
2716.914794303343, 2733.9447959326253
2717.393288910927, 2987.2642475881617
2717.3689733481838, 2703.630680398221
2717.091285473876, 2559.9199486156585
2717.4806803798515, 2938.267592067999
2717.594858485413, 2782.4480224444023
2717.8177313006368, 2844.632363162991
2717.690339863212, 2645.077220531017
2717.7049001062283, 2726.0187988686203
2717.8885129831797, 2822.9150785991706
2718.638037145124, 3148.1153819394135
2718.9287043090812, 2885.7716564206066
2718.9940391114196, 2756.5615504558373
2719.1602925083776, 2814.922249156164
2718.5541893200043, 2368.832649628848
2717.6068072808625, 2170.0199886569053
2718.4715831251597, 3219.176796973303
2718.8656147524152, 2947.4039585602204
2719.900428809219, 3321.12739581257
2719.6102470844826, 2550.724483287755
2719.8314794633666, 2848.8099563528826
2719.0857363312107, 2283.5717471520406
2719.008724941468, 2673.9570619416736
2718.243041692856, 2269.5526580065766
2717.5880307747434, 2333.096621842613
2716.388951024135, 2011.3300576663376
2715.7640332534506, 2347.687466320233
2716.5072671522194, 3155.0152674258707
2716.53630272809, 2733.696328067622
2715.699281826628, 2220.182908161219
2716.020154746733, 2906.297796368863
2715.954123016046, 2676.7312749880944
2716.4138476678622, 2989.9500154985303
2715.7107479995175, 2296.663345665927
2715.5051450403244, 2592.760178401833
2716.122318225353, 3085.191882872492
2715.8458131503608, 2550.219273230455
2716.3350193407714, 3009.858733586632
2717.284289517224, 3287.79566556541
2717.2258883139466, 2682.0683639409012
2717.058790850004, 2616.29902009258
2716.6652256868, 2478.951867111765
2716.638016510806, 2700.176465034781
2717.6729051116868, 3344.8153972452005
2717.328177389554, 2508.078450055028
2717.0926701007447, 2573.904238504734
2717.0377317024304, 2683.5802471288293
2717.3296040428513, 2895.3717316995576
2717.704787622186, 2946.94195459572
2716.9852490989056, 2276.6276728513967
2717.2860943680803, 2901.7042443719056
2718.124420650194, 3232.856757868279
2718.6709333570084, 3054.7762480475344
2718.9140506020267, 2868.6742735334756
2717.954859159536, 2126.1337391427314
2718.1413581953557, 2833.3977623317946
2718.219659231167, 2766.688000398595
2718.3923552316264, 2825.4638755163737
2717.6974533500475, 2286.1633848895217
2717.3139772530253, 2478.791844905317
2717.3590904070657, 2745.4645853740426
2716.9337353313654, 2451.5121680947095
2716.997413532072, 2756.7962889735527
2716.983400685475, 2708.21135871585
2716.634819445444, 2498.0743819462496
2716.180840332798, 2431.0819575909686
2716.696044239362, 3040.759301467764
2716.6584950766487, 2693.002522567488
2716.592383326413, 2674.875868927514
2716.2099174442938, 2474.4914799448393
2716.3318364540078, 2793.506569602942
2716.560371625417, 2861.4516702989254
2716.0395998950667, 2385.349551122713
2716.144071412818, 2782.587956702713
2716.291683232248, 2810.3204122090406
2715.6037270430197, 2276.6876783155094
2715.4461468532545, 2614.7524055931253
2714.2133781010175, 1925.2413766693676
2714.3338912982867, 2791.5828507480473
2714.398521330536, 2755.8910020344797
2713.9413184087557, 2419.9598397039304
2713.7689881695414, 2602.7883141156526
2713.614901095113, 2614.228738088804
2712.971738381195, 2297.4886251900834
2713.117374797359, 2807.3441360555225
2712.8109915591635, 2514.2746532085507
2712.9400857379105, 2796.7222077445563
2712.9905850265473, 2745.815122640562
2713.2104206609374, 2856.3234186488103
2713.073901996551, 2624.063732816607
2713.2434754280325, 2823.974926185717
2713.0055460451044, 2557.399729609802
2712.3809979643756, 2303.302005087268
2712.091389612614, 2522.108310857006
2711.603516780301, 2391.071065950604
2711.680371832922, 2762.2509964573132
2711.825896437804, 2807.7266110552514
2711.549987173212, 2529.449872542402
2711.50397911984, 2681.0926558410347
2711.4335805528053, 2664.829729175594
2711.488544850006, 2747.929873893968
2711.2562245096565, 2556.9955185176714
2710.6309116872458, 2294.7978847843183
2711.036024695412, 2980.8412881340537
2711.033498266992, 2709.348370510957
2710.602527825095, 2422.714272637758
2710.4381053209936, 2600.4394500771427
2710.802703941581, 2955.083779735182
2710.706052664899, 2645.8530460111588
2710.707269982074, 2711.525307123848
2710.2933370279284, 2431.716458887981
2709.854314085974, 2413.95285120849
2709.350699099683, 2369.4105833533295
2709.0160278782946, 2482.7782822198387
2709.356827389953, 2940.07809678258
2709.550695679381, 2840.9933959117234
2710.141816964736, 3111.513169720528
2710.366822072821, 2863.3702955709546
2710.090923245114, 2522.203821576752
2710.850981344205, 3229.2106049239537
2710.1724742669107, 2246.752140475075
2709.6690942436817, 2365.3571583550265
2709.476621319577, 2577.6326683077086
2709.011983607694, 2390.2705132562005
2709.1202060305077, 2783.46901050347
2709.380978463355, 2888.792412262393
2709.482538488684, 2779.4573959403824
2709.5172755861017, 2733.4858728040313
2709.1107557230694, 2428.2055303677867
2709.0020315584607, 2633.7649096493537
2709.404723798578, 2988.4704461994857
2709.772240539704, 2964.8288588814153
2709.329086080489, 2401.3367369259718
2709.351198871517, 2724.7417014273997
2709.3523965625773, 2710.187187231181
2709.8676223700595, 3069.495235992849
2709.615237389203, 2533.198135770333
2709.908674894593, 2915.314928667551
2709.893755215662, 2699.435060285354
2709.8152174260717, 2654.6816891333533
2710.502187890743, 3193.4424245546634
2710.614731995935, 2789.845782051596
2710.609116556356, 2706.6502316530987
2710.300462893883, 2492.3909771877034
2710.4340658937367, 2804.891386790444
2710.4175919955405, 2698.7540720726047
2710.688371042874, 2902.6707156027924
2711.0683585527877, 2980.85949059085
2711.314472756411, 2886.301671532784
2711.0283445076334, 2507.305031377854
2711.198511391192, 2832.5274993684707
2711.5398665320645, 2955.2674371148246
2711.019858962415, 2339.2144466634422
2710.8290137796366, 2574.1838629101862
2710.729048951753, 2639.054267359386
2710.6626289127075, 2662.9730408779874
2711.4434698341574, 3272.868092356497
2711.386042124961, 2670.038091503389
2711.744408174136, 2970.126329629581
2711.6469811096704, 2641.3046405655386
2711.297351779191, 2458.515345842343
2710.9291872628082, 2444.3780774019965
2710.462834116761, 2372.3568032321014
2710.708695907314, 2889.204355849176
2710.5740810729185, 2612.7090964668932
2710.4881550159776, 2647.9339855630956
2710.566442806218, 2767.638241891883
2710.135536750276, 2395.5741159124627
2709.7566884638322, 2432.8185910735665
2709.784121996962, 2729.865468247647
2709.5854669003734, 2563.9712811012305
2710.414594393522, 3318.9941743641702
2710.3807890420894, 2685.533855739294
2710.153052123236, 2542.5386798474638
2710.302451810199, 2820.410021101397
2709.865393806254, 2387.3165868950673
2709.776241825452, 2643.89292801267
2709.529992879568, 2527.305772925364
2710.556351350113, 3471.087978024096
2711.533342389509, 3436.460693621194
2711.672485692927, 2815.0559601324944
2712.4563930356985, 3295.6834560577913
2712.989178491738, 3109.914343241226
2713.2053040450382, 2874.4349668071563
2713.1201998453807, 2649.547362701059
2712.965708721844, 2597.40634831637
2712.7941740204137, 2584.3146826490597
2712.421952336999, 2433.255689776095
2712.0399031360375, 2425.120953214136
2712.0439974433193, 2715.1229165191876
2712.586389760869, 3121.007804875668
2712.472490675538, 2626.5925803363198
2712.5873572310143, 2799.3116066150246
2712.0171849153257, 2280.9669142547946
2711.725744509308, 2491.1053571537036
2711.969761416383, 2896.9345769794286
2712.1232718072383, 2828.6376584666186
2712.1913008203273, 2763.8933507680576
2712.320794585943, 2810.865550219351
2712.2178383002924, 2633.765148634499
2712.6426660253237, 3036.7862202243946
2712.5536898448995, 2644.575888000549
2712.3827708651993, 2581.6297513945783
2712.650377404068, 2917.636986177594
2712.7822853978873, 2813.955716657306
